Start Date,End Date,Group,Year,Month,State,Age Group,COVID-19 Deaths,Total Deaths
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,18-29 years,0.0,182.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,25-34 years,0.0,235.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,30-39 years,10.0,307.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,35-44 years,17.0,336.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,40-49 years,32.0,409.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,45-54 years,56.0,661.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,50-64 years,232.0,2163.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,55-64 years,197.0,1744.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,65-74 years,479.0,2644.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,75-84 years,663.0,3595.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,85 years and over,1179.0,6052.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,Under 1 year,0.0,415.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,0-17 years,0.0,754.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,1-4 years,0.0,74.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,5-14 years,0.0,112.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,15-24 years,12.0,951.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,18-29 years,29.0,1644.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,25-34 years,44.0,1824.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,30-39 years,70.0,2095.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,35-44 years,134.0,2529.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,40-49 years,234.0,3347.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,45-54 years,351.0,4783.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,50-64 years,1289.0,13666.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,55-64 years,1082.0,10818.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,65-74 years,2145.0,16792.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,75-84 years,2618.0,19179.0
1/1/20,4/24/21,By Total,0.0,0.0,South Carolina,85 years and over,2152.0,18791.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,Under 1 year,0.0,90.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,0-17 years,0.0,163.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,1-4 years,0.0,19.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,5-14 years,0.0,25.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,15-24 years,0.0,143.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,18-29 years,0.0,210.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,25-34 years,14.0,224.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,30-39 years,20.0,309.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,35-44 years,20.0,367.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,40-49 years,42.0,440.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,45-54 years,70.0,594.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,50-64 years,223.0,1813.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,55-64 years,185.0,1473.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,65-74 years,390.0,2364.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,75-84 years,517.0,2877.0
1/1/20,4/24/21,By Total,0.0,0.0,South Dakota,85 years and over,806.0,4309.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,Under 1 year,0.0,716.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,0-17 years,10.0,1276.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,1-4 years,0.0,143.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,5-14 years,0.0,203.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,15-24 years,21.0,1395.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,18-29 years,42.0,2499.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,25-34 years,67.0,2949.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,30-39 years,125.0,3591.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,35-44 years,202.0,4360.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,40-49 years,350.0,5639.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,45-54 years,607.0,7808.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,50-64 years,1980.0,21668.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,55-64 years,1603.0,17099.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,65-74 years,3058.0,25234.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,75-84 years,3722.0,28503.0
1/1/20,4/24/21,By Total,0.0,0.0,Tennessee,85 years and over,3083.0,27292.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,Under 1 year,12.0,2519.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,0-17 years,47.0,4484.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,1-4 years,0.0,487.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,5-14 years,18.0,752.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,15-24 years,112.0,4326.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,18-29 years,289.0,7079.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,25-34 years,550.0,7620.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,30-39 years,877.0,9407.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,35-44 years,1445.0,11626.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,40-49 years,2500.0,15553.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,45-54 years,3835.0,22432.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,50-64 years,10720.0,62008.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,55-64 years,8455.0,48769.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,65-74 years,13353.0,72076.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,75-84 years,13719.0,80526.0
1/1/20,4/24/21,By Total,0.0,0.0,Texas,85 years and over,11266.0,83528.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,Under 1 year,0.0,326.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,0-17 years,0.0,535.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,1-4 years,0.0,42.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,5-14 years,0.0,85.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,15-24 years,0.0,444.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,18-29 years,18.0,693.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,25-34 years,27.0,771.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,30-39 years,38.0,942.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,35-44 years,62.0,1158.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,40-49 years,104.0,1379.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,45-54 years,148.0,1604.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,50-64 years,364.0,4153.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,55-64 years,280.0,3272.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,65-74 years,550.0,5278.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,75-84 years,645.0,7158.0
1/1/20,4/24/21,By Total,0.0,0.0,Utah,85 years and over,640.0,8571.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,Under 1 year,0.0,18.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,0-17 years,0.0,32.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,1-4 years,0.0,0.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,5-14 years,0.0,0.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,15-24 years,0.0,57.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,18-29 years,0.0,104.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,25-34 years,0.0,133.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,30-39 years,0.0,187.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,35-44 years,0.0,222.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,40-49 years,0.0,267.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,45-54 years,0.0,372.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,50-64 years,17.0,1129.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,55-64 years,14.0,910.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,65-74 years,32.0,1495.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,75-84 years,68.0,1987.0
1/1/20,4/24/21,By Total,0.0,0.0,Vermont,85 years and over,102.0,2791.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,Under 1 year,0.0,647.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,0-17 years,0.0,1076.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,1-4 years,0.0,101.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,5-14 years,0.0,164.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,15-24 years,13.0,1132.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,18-29 years,24.0,1916.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,25-34 years,45.0,2135.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,30-39 years,80.0,2604.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,35-44 years,132.0,3123.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,40-49 years,216.0,3927.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,45-54 years,413.0,5777.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,50-64 years,1400.0,17237.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,55-64 years,1117.0,13681.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,65-74 years,2226.0,20863.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,75-84 years,2913.0,26128.0
1/1/20,4/24/21,By Total,0.0,0.0,Virginia,85 years and over,3509.0,30728.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,Under 1 year,0.0,461.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,0-17 years,0.0,813.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,1-4 years,0.0,76.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,5-14 years,0.0,140.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,15-24 years,12.0,878.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,18-29 years,18.0,1503.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,25-34 years,18.0,1651.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,30-39 years,43.0,1985.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,35-44 years,78.0,2399.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,40-49 years,122.0,2930.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,45-54 years,203.0,4332.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,50-64 years,639.0,12783.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,55-64 years,514.0,10077.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,65-74 years,1045.0,16581.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,75-84 years,1420.0,19701.0
1/1/20,4/24/21,By Total,0.0,0.0,Washington,85 years and over,1770.0,25081.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,Under 1 year,0.0,112.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,0-17 years,0.0,201.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,1-4 years,0.0,25.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,5-14 years,0.0,37.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,15-24 years,0.0,202.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,18-29 years,0.0,450.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,25-34 years,0.0,641.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,30-39 years,11.0,804.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,35-44 years,23.0,1019.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,40-49 years,47.0,1314.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,45-54 years,88.0,1788.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,50-64 years,303.0,5098.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,55-64 years,248.0,4043.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,65-74 years,653.0,6421.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,75-84 years,848.0,7498.0
1/1/20,4/24/21,By Total,0.0,0.0,West Virginia,85 years and over,784.0,7265.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,Under 1 year,0.0,439.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,0-17 years,0.0,732.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,1-4 years,0.0,61.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,5-14 years,0.0,122.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,15-24 years,0.0,683.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,18-29 years,21.0,1181.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,25-34 years,34.0,1441.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,30-39 years,51.0,1741.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,35-44 years,73.0,1969.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,40-49 years,125.0,2408.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,45-54 years,238.0,3600.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,50-64 years,797.0,11468.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,55-64 years,642.0,9215.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,65-74 years,1508.0,15042.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,75-84 years,2308.0,19330.0
1/1/20,4/24/21,By Total,0.0,0.0,Wisconsin,85 years and over,3148.0,27335.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,Under 1 year,0.0,29.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,0-17 years,0.0,58.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,1-4 years,0.0,0.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,5-14 years,0.0,12.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,15-24 years,0.0,84.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,18-29 years,0.0,152.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,25-34 years,0.0,184.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,30-39 years,0.0,217.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,35-44 years,0.0,239.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,40-49 years,10.0,293.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,45-54 years,24.0,371.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,50-64 years,76.0,1145.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,55-64 years,60.0,942.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,65-74 years,137.0,1454.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,75-84 years,190.0,1739.0
1/1/20,4/24/21,By Total,0.0,0.0,Wyoming,85 years and over,198.0,1972.0
